MENU NAME,SERVINGS,RECIPE TOTAL PRICE,RESTAURANT PRICE,SAVED MONEY,COOK STEP,MENU THEME,main_ing,total_ingredient,LEVEL,COOK TIME,MENU DESCRIPTION,RESTAURANT NAME,RESTAURANT MENU,url,total_ing_with_gram
갈비찜,4인분,"20,420","52,500","32,080","['Step 1 : 갈비는 찬물에 1~2시간 정도 담가 핏물을 빼주세요.', 'Step 2 : 볼에 양념 재료를 넣고 섞어주세요.', 'Step 3 : 채소를 찜용으로 굵직하게 썰어주세요.', 'Step 4 : 내열 용기에 갈비와 양념, 소스를 넣고 포일로 감싸주세요.', 'Step 5 : 법랑 접시 석쇠를 놓고 내열 용기를 올려 1단에 넣고 광파오븐 자동 요리<슬로우 쿡>에서 <흰죽>을 선택해 조리해주세요. 조리가 시작되면 조절 기능으로 시간을 3시간으로 변경해주세요.', 'Step 6 : 완성된 갈비찜을 접시에 담아 맛있게 즐겨주세요.']","['한식', '메인요리']",['LA갈비'],"['LA갈비','표고버섯','양파','대파','무','감자','당근','간장','물','다진 파','생강가루','다진 마늘','흑설탕','맛술','참기름','후춧가루']",★★☆,200분,"부드러운 갈비살에 짭조름한 양념이 쏙쏙 밴 갈비찜! 뜯어먹는 재미까지 있어 누구나 좋아하는 메뉴 중 하나죠. 황금비율의 양념과 재료들을 오븐에 넣고 기다리기만 하면 뚝딱 완성할 수 있어요. 다른 반찬 없이 갈비찜 하나만 있어도 행복한 한 끼를 만들어 준답니다. ㅤ
 
 *본 레시피는 우리의식탁과 LG ThinQ Taste가 공동으로 개발한 LG광파오븐 전용 레시피입니다.",동구식당,갈비찜,https://static.wtable.co.kr/image/production/service/recipe/2331/6e7d8257-0aa0-4d89-acb3-fc94b8423c01.jpg,"LA갈비 1kg,표고버섯 4~5개,양파 1/2개,대파 1/2개,무 1조각(100g),감자 1개,당근 1개,간장 2/3컵,물 1/2컵,다진 파 3큰술,생강가루 1/2작은술,다진 마늘 1/2큰술,흑설탕 4큰술,맛술 4큰술,참기름 1큰술,후춧가루 약간"
갈비탕,3인분,"17,080","36,000","18,920","['STEP 1 : 갈비는 기름을 떼고 1시간 이상 찬물에 담가 핏물을 빼주세요.\n(Tip. 갈비를 포크나 칼끝으로 찔러주고 칼집을 내주면 맛이 잘 우러나며 질긴 것을 방지할 수 있어요.)', 'STEP 2 : 무는 나박하게 3*4cm 크기로 썰고 표고버섯은 1cm 두께로 슬라이스해주세요.\n대파는 4cm 길이로 썰어주세요.\n생강은 껍질을 벗겨주세요.', 'STEP 3 : 냄비에 갈비와 국물 재료를 넣고 물을 넉넉히 부어 1시간 이상 푹 끓여주세요.', 'STEP 4 : 국물 재료와 기름을 건져낸 후 썰은 무와 표고버섯, 대파를 넣어 5분 이상 끓여주세요.\n(Tip. 체에 면보를 깔고 육수를 걸러내면 기름도 제거되고 깔끔한 국물을 맛보실 수 있어요.)', 'STEP 5 : 무가 익으면 양념 재료를 넣어 5분 정도 끓여 완성해주세요.', 'STEP 6 : 맛있게 즐겨주세요.']","['초대요리', '메인요리', '한식']",['갈비'],"['갈비','무','표고버섯','대파','마늘','무','양파','대파','생강','통후추','물','국간장','다진 마늘','소금','후춧가루']",★★☆,90분,"깊고 진한 국물에 속이 든든해지는 갈비탕, 하지만 밖에서 사 먹을 때면 늘 부실한 갈빗살에 서운하고는 했는데요. 내가, 우리 가족이 먹는 갈비탕은 국물 반 고기 반은 되어야죠~ 갖은 재료로 푹 삶아내 국물 맛은 더욱 진하고 육질은 더욱 야들야들하게~ 푸짐하고 건강한 한 그릇 함께 만들어 보세요!",청류벽,갈비탕,https://static.wtable.co.kr/image/production/service/recipe/776/5446a21d-56e9-4725-b43a-50ca938566fd.jpg,"갈비 800g,무 1/8개,표고버섯 1개,대파 1대,마늘 5쪽,무 1/8개,양파 1개,대파 1/2대,생강 1/2쪽,통후추 10알,물 1000ml,국간장 1큰술,다진 마늘 1/2큰술,소금 약간,후춧가루 약간"
갈치조림,2인분,"13,742","30,000","16,258","['STEP 1 : 갈치는 내장을 제거하고 깨끗이 씻어 밑간 재료에 10분간 재워주세요. 감자는 1cm 두께로 썰고 양파는 굵게 채 썰어주세요. 대파, 고추는 어슷하게 썰어줍니다.', 'STEP 2 : 냄비에 양파-감자-갈치 순으로 넣은 후 조림 양념 재료와 다시마육수를 붓고 뚜껑을 연 채로 센 불에서 10~15분간 끓입니다.', 'STEP 3 : 감자가 다 익으면 중간불로 줄이고 대파, 고추를 넣고 1~2분간 더 끓여주세요.', 'STEP 4 : 그릇에 먹기 좋기 내어 마무리 해줍니다.']","['메인요리', '한식', '초대요리']",['갈치'],"['갈치','감자','양파','대파','홍고추.청양고추','다시마육수','청주','소금','간장','고춧가루','맛술','다진 마늘','생강즙','설탕','후추']",★★☆,40분,"제주도에서 갈치조림을 맛본 이후 생선조림의 매력에 푹 빠졌답니다. 청주로 밑간을 하고 칼칼한 양념을 넣어 비린 맛은 잡고 감칠맛 나는 갈치조림을 만들어보세요.
무 대신 감자를 넣어 조리면 짭조름하면서도 폭신한 맛을 느낄 수 있답니다.",은진포차,갈치조림,https://static.wtable.co.kr/image/production/service/recipe/89/e720c63a-f2d3-4087-9ab4-cd7db5971bbc.jpg,"갈치 1마리(5토막),감자 2개(중간 크기),양파 1개,대파 1대,홍고추.청양고추 1개씩,다시마육수 1½컵,청주 1큰술,소금 한 꼬집,간장 4큰술,고춧가루 3큰술,맛술 2큰술,다진 마늘 1큰술,생강즙 1큰술,설탕 1큰술,후추 약간"
감바스 알 아히요,2인분,"4,716","15,000","10,284","['STEP 1 : 새우는 깨끗하게 씻고 머리를 떼어내고 꼬리만 남겨 껍질을 제거하고 약간의 소금과 후추를 뿌려 밑간을 해주세요. (꼬리 부분의 뾰족한 물총 부분도 잘라주세요.)', 'STEP 2 : 마늘은 편으로 자르고 양송이는 3등분으로 잘라주세요.', 'STEP 3 : 팬에 올리브오일을 붓고 살짝 데워져서 기포가 올라오면 마늘 편을 넣어 1분 정도 끓여주세요.', 'STEP 4 : 새우와 양송이버섯을 넣고 새우가 붉게 변하면 소금, 후추, 파슬리, 잘게 부순 페페론치노를 넣고 마무리해 주세요.', 'STEP 5 : 따뜻한 감바스 알 하이요에 바삭하게 구운 바게트를 곁들여 주세요.\r\n(드시고 남은 올리브오일은 다른 볶음요리 등에 사용하셔도 돼요)']","['메인요리', '양식', '초대요리']","['새우','마늘']","['새우','마늘','양송이버섯','파슬리','페퍼론치노','바게트','올리브오일','소금','후춧가루']",★☆☆,25분,"오통통한 새우가 매력적인 감바스 알 하이요! 얼마나 맛있으면 냄비 요리의 대명사가 되었을까 호기심에 맛을 보니 고개를 끄덕이게 되더라고요. 

마늘과 페페론치노 향이 짙게 밴 올리브오일을 빵에 적시고 새우와 마늘을 올린 후 한입 베어 문 순간 스페인의 향기를 느낄 수 있었답니다. 와인 안주, 브런치, 연말 파티 요리로 맛있게 활용해 보세요!",로바타석가,새우 감바스,https://static.wtable.co.kr/image/production/service/recipe/171/e410becf-bc5e-42c9-8571-82212fbd3dd3.jpg,"새우 15마리,마늘 10쪽,양송이버섯 5개,파슬리 약간,페퍼론치노 5개,바게트 적당량,올리브오일 1+⅓컵,소금 1작은술,후춧가루 약간 "
감바스 알아히요,3인분,"6,773","30,000","23,227","['Step 1 : 새우는 머리를 제거하고 꼬리 한마디만 남기고 껍질을 벗긴 후 내장을 제거해 주세요. 새우에 약간의 소금, 후춧가루를 뿌려 밑간을 해주세요.', 'Step 2 : 마늘은 반으로 썰고 양송이는 4등분 해주세요. 파슬리는 잘게 다지고 바게트는 1cm 두께로 어슷하게 썰어주세요.', 'Step 3 : 내열 용기에 새우, 마늘, 양송이, 페페론치노, 파슬리를 넣고 올리브오일을 뿌린 후 소금, 후춧가루로 간을 해주세요.', 'Step 4 : 구이 전용 팬에 바게트를 올려 4단에 넣고 법랑 접시에 내열 용기를 올려 1단에 넣은 후 광파오븐 수동요리 <오븐>에서 200도로 20분으로 설정 후 시작해주세요. 8분이 지났을 때 구이 전용 팬(바게트)은 꺼내고 조리를 계속해 주세요.', 'Step 5 : 완성된 감바스를 구운 바게트와 함께 맛있게 즐겨주세요.']",['오븐 요리'],"['새우','마늘','올리브오일']","['새우','마늘','올리브오일','양송이버섯','파슬리','페페론치노','소금','후춧가루','바게트']",★☆☆,30분,"스페인의 향기를 느낄 수 있는 감바스 알 아히요. 바삭하게 구운 바게트를 곁들여 더욱 풍성하게 즐겨보세요.

*본 레시피는 우리의식탁과 LG ThinQ Taste가 공동으로 개발한 LG광파오븐 전용 레시피입니다.",로바타석가,새우 감바스,https://static.wtable.co.kr/image/production/service/recipe/2005/f31aa882-16d1-49e7-acc9-022016b35ecf.jpg,"새우 12~15마리(250g),마늘 10쪽,올리브오일 ½ 컵,양송이버섯 5개,파슬리 약간,페페론치노 5개,소금 1작은술,후춧가루 약간,바게트 ½개"
감자 달걀 오이 샐러드,1인분,"1,617","13,900","12,283","['Step 1 : 감자는 깨끗이 씻어 껍질을 벗기고 깍둑썰기하여 찜기에 쪄주세요.', 'Step 2 : 오이는 반으로 잘라 송송 썰고 소금을 뿌려 잠시 절여두었다가 키친타월이나 면포에 감싸 물기를 꼭 짜주세요. 달걀은 반숙으로 8분간 삶아 껍질을 벗겨주세요.\r\n기고 반으로 가른다', 'Step 3 : 분량의 재료로 드레싱을 만들어주세요.', '완성 : 드레싱과 순서 1, 2의 재료들을 모두 넣고 버무리면 완성이예요!']",['간단요리'],"['감자','달걀','오이','소금']","['감자','달걀','오이','소금','마요네즈','디종 머스터드','설탕','소금, 후추']",★☆☆,30분,감자샐러드에 마요네즈 베이스의 드레싱을 곁들이면 느끼할 수 있지만 머스터드를 약간 넣으면 톡 쏘는 맛이 더해져 어른들 입맛에도 잘 맞아요. 오이 역시 아삭한 식감과 상큼함으로 느끼함을 덜어줍니다. 시간이 지날수록 맛이 진하고 풍부해지므로 냉장고에 두고 먹기에 적당한 샐러드랍니다~,풀다 브런치,"감자,베이컨,어린잎샐러드",https://static.wtable.co.kr/image/production/service/recipe/1533/51424420-2619-443f-8115-4e887d57e160.jpg,"감자 2개,달걀 2개,오이 ¼개,소금 약간,마요네즈 3큰술,디종 머스터드 1큰술,설탕 1큰술,소금, 후추 약간씩"
감자 오믈렛,2인분,"2,983","25,000","22,017","['Step 1 : 감자는\xa0껍질을\xa0벗겨\xa00.3cm정도의\xa0두께로\xa0썰어서\xa0찬물에\xa010분\xa0정도\xa0담가\xa0전분기를\xa0빼주세요.', 'Step 2  : 마늘은\xa0잘게\xa0다지고, 양파와\xa0청피망은\xa0얇게\xa0채썰어주세요. 베이컨은\xa01cm간격으로\xa0자르고, 볼에\xa0달걀물\xa0재료를\xa0넣어\xa0섞어주세요.', 'Step 3  : 달군\xa0팬에\xa0오일을\xa0두른\xa0후\xa0감자가\xa0투명해지도록\xa0익혀주세요.', 'Step 4 : 다른 달군 팬에 마늘을 볶다가 마늘향이 올라오면 채썬 양파와 피망, 베이컨을 넣고, 소금, 후추, 파프리카 파우더로 간을 맞춰 볶아주세요.', 'Step 5  : 적당한\xa0크기의\xa0오목한\xa0팬에\xa0구운\xa0감자를\xa0깔고\xa0볶은\xa0야채와\xa0베이컨을\xa0넣어주세요. 달걀물을\xa0붓고\xa0약불에서\xa0뚜껑을\xa0덮고\xa0타지\xa0않도록\xa010분\xa0정도\xa0익히고, 한번\xa0뒤집어서\xa05분\xa0정도\xa0더\xa0익혀주세요.\r\n(tip. 오븐\xa0용기에\xa0넣어\xa0180도에서\xa010분\xa0정도\xa0익혀줘도\xa0좋아요.)', 'Step 6 : 적당한\xa0크기로\xa0잘라\xa0맛있게\xa0즐겨주세요.\r\n(취향에\xa0따라\xa0크러쉬드\xa0레드페퍼, 파마산치즈\xa0가루\xa0등을\xa0뿌려\xa0먹어도\xa0좋아요.)']","['양식', '메인요리']",['감자'],"['감자','마늘','양파','청피망','베이컨','소금','후춧가루','파프리카 파우더','올리브 오일','달걀','우유','소금','후춧가루']",★☆☆,40분,"여름에 맛이 오른 제철 감자로 요리를 만들어보았어요. 달걀에 감자를 넣어 만든 스페인식 오믈렛인데요. 스페인에서는 또르띠야 데 파타타라는 이름으로 불린답니다. 감자를 얇게 썰어 익힌 뒤, 여러 가지 채소 위에 달걀 물을 부어주면 완성이에요. 감자와 달걀, 채소 등 재료가 풍성해서 든든한 한 끼 요리로도 충분한데요. 간단한 아침 식사로도 좋고 간식으로 즐겨 먹어도 좋답니다. 스페인에서는 식혀서 차갑게 먹기도 해서 피크닉 도시락 메뉴로 애용된다고 하네요! 오랜만에 특별한 음식이 먹고 싶다면 스페인식 감자 오믈렛 또르띠야 데 파타타는 어떠신가요?
",바인디포 Vine Depot,오믈렛,https://static.wtable.co.kr/image/production/service/recipe/883/256cb72f-a107-4c9a-92fe-6682feb68271.jpg,"감자 2개,마늘 2톨 ,양파 ½개,청피망 ½개,베이컨 4장 ,소금 약간 ,후춧가루 약간 ,파프리카 파우더 약간,올리브 오일 2큰술,달걀 5개,우유 5큰술,소금 약간 ,후춧가루 약간 "
감자고로케,3인분,"5,341","16,000","10,659","['STEP 1 : 감자는 껍질을 벗겨 반으로 잘라 찜통에 넣어 30분 정도 쪄서 익히고, 뜨거울 때 으깬 후 버터와 소금, 후춧가루를 넣어 밑간해주세요.', 'STEP 2 : 다진 쇠고기는 키친타월에 올려 핏물을 빼고, 양파는 잘게 다져주세요.', 'STEP 3 : 달군 팬에 약간의 기름을 두르고 양파를 볶다가, 다진쇠고기를 넣고 약간의 소금과 후춧가루를 뿌려 밑간해서 볶아주세요.', 'STEP 4 : 으깬 감자에 볶은 양파와 쇠고기를 넣고 섞은 후, 동글납작하게 모양을 잡아주세요.', 'STEP 5 : 모양을 잡은 감자는 밀가루-달걀물-빵가루 순서로 묻혀 170도 기름에서 노릇하게 튀겨주세요.', 'STEP 6 : 볼에 마요소스재료를 넣어 섞고, 감자고로케에 곁들여주세요. \n(기호에 따라 돈가스소스와 얇게 썬 양배추샐러드를 곁들여도 맛있답니다)']","['간식', '안주']",['감자'],"['감자','다진 쇠고기','양파','밀가루','달걀','빵가루','소금','버터','후춧가루','식용유','마요네즈','다진양파','다진피클','파슬리가루','소금','후춧가루']",★★☆,40분,"바삭함에 한 번, 꽉찬 속에 또 한 번 반하게 되는 감자고로케예요~ 노릇하게 고로케가 튀겨지는 소리까지 듣기 좋아지는 레시피랍니다. 아이간식, 주말 별미는 물론 양배추 샐러드를 곁들이면 초대요리로도 손색 없어요.",경성주막1929,감자고로케,https://static.wtable.co.kr/image/production/service/recipe/630/cf47bebc-527d-418b-ac06-5075a0cfcabf.jpg,"감자 4개(400g),다진 쇠고기 100g,양파 1/2개,밀가루 1/2컵,달걀 2개,빵가루 2컵,소금 1/4작은술,버터 1큰술,후춧가루 약간,식용유 적당량,마요네즈 4큰술,다진양파 2큰술,다진피클 2큰술,파슬리가루 약간,소금 한꼬집,후춧가루 약간"
감자고추장찌개,3인분,"3,353","13,500","10,147","['STEP 1 : 감자는 큼직하게 썰고, 애호박과 양파는 한입 크기로 썰어주세요. 대파와 청양고추는 어슷하게 썰어주세요.', 'STEP 2 : 냄비에 다시마 멸치 새우육수와 감자, 양념 재료를 넣어 10분 정도 끓여주세요.\n(감자 두께에 따라 조리시간을 가감해주세요.)', 'STEP 3 : 감자가 익으면 양파와 애호박을 넣고 한소끔 끓여주세요.', 'STEP 4 : 마지막에 대파와 청양고추를 넣은 후, 약간의 소금을 가감해서 간을 맞춰주세요.']",['메인요리'],['감자'],"['감자','애호박','양파','대파','청양고추','다시마멸치새우육수','소금','고추장','고춧가루','다진마늘','국간장','후춧가루']",★☆☆,30분,"감자와 호박을 먹음직스럽게 썰어 넣고, 얼큰하게 끓여낸 감자고추장찌개는 국물 한 숟가락만 먹어도 절로 추임새가 나오는 메뉴랍니다. 육수를 활용해 깊은 맛을 내보았어요~ ",파절이세겹살,얼큰고추장찌개,https://static.wtable.co.kr/image/production/service/recipe/504/ac1b2f79-2573-4b2a-82ea-2a1db3037e40.jpg,"감자 3개,애호박 1/3개,양파 1/2개,대파 1/2대,청양고추 1개,다시마멸치새우육수 3컵,소금 약간,고추장 2큰술,고춧가루 1큰술,다진마늘 1큰술,국간장 1큰술,후춧가루 약간"
감자북엇국,1인분,"3,127","8,000","4,873","['Step 1 : 북어채는 20분 정도 물에 담가 염분을 빼고 양손으로 짜서 물기를 제거해주세요.', 'Step 2 : 양파, 대파는 채 썰고 감자는 1cm 크기로 깍둑 썰어 주세요.', 'Step 3 : 달군 냄비에 참기름을 두르고 적당한 크기로 자른 북어채를 넣어 2~3분 정도 볶아주세요.', 'Step 4 : 감자, 물을 넣고 센불에서 4분 정도 끓여주세요. 거품이 생기면 걷어내주세요.', 'Step 5 : 젓가락으로 감자를 찔러보고 감자가 익었으면 국간장, 소금, 후추를 넣고 한소끔 더 끓여주세요.', 'Step 6 : 달걀을 잘 풀어서 넣고 양파, 대파, 마늘을 넣고 2분 정도 더 끓여주세요.\r\n\r\n*Tip. 달걀물을 넣고 바로 저으면 달걀 특유의 비린내가 날 수 있으므로 30초 정도 뒤에 저어주세요!', '완성 : 그릇에 덜어 따뜻할 때 맛있게 드세요!']",['한식'],"['북어채','감자']","['북어채','양파','대파','감자','달걀','물','참기름','다진 마늘','국간장','소금','후추']",★☆☆,35분,북엇국은 아침에도 간단하게 끓일 수 있는 든든한 국이예요. 북어채는 해동을 하지 않아도 되기 때문에 바쁠 때 사용하기에 제격이죠. 북어채만 넣어 끓인 북엇국도 깊은 맛이 있지만 감자와 달걀을 넣으면 영양도 풍부해지고 더 든든하게 즐길 수 있답니다.,왕성식당,북어국,https://static.wtable.co.kr/image/production/service/recipe/1492/9b5dbc88-5364-4c3f-81f0-598bc64b4080.jpg,"북어채 40g,양파 50g,대파 20g,감자 1개,달걀 1개,물 800ml,참기름 1큰술,다진 마늘 ½큰술,국간장 2큰술,소금 1작은술,후추 ½작은술"
감자샐러드,4인분,"5,312","16,000","10,688","['STEP 1 : 감자는 껍질째 씻어 4등분하고, 김이 오른 찜통에 포슬거리도록 20분 정도 쪄주세요', 'STEP 2 : 찐감자는 껍질을 벗겨 뜨거울 때 볼에 넣어 으깨고, 버터와 소금,후추를 넣어 섞어주세요.', 'STEP 3 : 오이는 둥근 모양대로 얇게 썰고, 당근은 잘게 다진 후 소금을 뿌려 5분 정도 절였다가 물기를 꽉 짜주세요.', 'STEP 4 : 달걀은 소금물에 담고 완숙이 되도록 약 15분 정도 삶아 찬물에 넣어 껍질을 까주세요. 흰자와 노른자를 분리해서 흰자는 다지고, 노른자는 체에 내려 가루로 만들어주세요.', 'STEP 5 : 볼에 감자와 오이, 당근, 달걀 흰자, 소스재료를 넣어 섞어주세요.', 'STEP 6 : 그릇에 먹기 좋게 담은 후 달걀 노른자를 뿌려 마무리 해주세요.']","['한식', '밑반찬']",['감자'],"['감자','오이','당근','달걀','버터','소금','후춧가루','마요네즈','허니머스터드','올리고당','설탕','소금']",★☆☆,45분,"언제, 어떻게 먹어도 맛있는 감자 샐러드! 온 가족이 좋아하는 레시피 중 하나랍니다. 빵 위에 듬뿍 올려 샌드위치 만들어도 좋고, 사실 그대로 푹푹 떠먹어도 참 맛있죠. 맛이 든 여름감자로 함께 만들어볼까요?",마츠노하나,감자샐러드,https://static.wtable.co.kr/image/production/service/recipe/737/7a26776b-b015-4346-9da1-4d725d0c7f55.jpg,"감자 3개(700g),오이 1/2개,당근 1/4개,달걀 2개,버터 1큰술,소금 약간,후춧가루 약간,마요네즈 150g,허니머스터드 1큰술,올리고당 1큰술,설탕 1큰술,소금 약간"
감자옹심이,2인분,"4,996","22,000","17,004","['Step 1 : 감자는\xa0껍질을\xa0벗겨\xa0강판에\xa0갈고\xa0체에\xa0밭쳐\xa0국물을\xa0꼭\xa0짜서\xa0건더기와\xa0물을\xa0분리한\xa0후\xa015분 정도\xa0두었다가\xa0물\xa0아래\xa0가라앉은\xa0전분만\xa0남기고\xa0윗물을\xa0따라\xa0버려주세요.', 'Step 2  : 볼에\xa0감자\xa0건더기와\xa0가라앉은\xa0전분, 전분가루, 소금을\xa0넣고\xa0고루\xa0섞어\xa0한 입 크기로\xa0동그랗게\xa0옹심이를\xa0빚어주세요.\r\n(tip 감자의\xa0수분에\xa0따라\xa0전분을\xa0가감해서\xa0옹심이\xa0반죽을\xa0만들어주세요.)', ' : 애호박과\xa0양파, 당근은\xa0채를\xa0썰고\xa0대파는\xa0어슷하게\xa0썰어주세요.', 'Step 4  : 냄비에\xa0다시마 멸치 새우 육수를\xa0붓고\xa0육수가\xa0끓어오르면\xa0옹심이를\xa0하나씩\xa0굴려가며\xa0넣은\xa0후\xa0국물 양념 재료를\xa0넣어\xa0끓여주세요.\r\n(tip 중간중간\xa0옹심이가\xa0달라붙지\xa0않도록\xa0저어가며\xa0끓여주세요.)', 'Step 5 : 옹심이가\xa0익어\xa0떠오르면\xa0애호박과\xa0당근, 양파, 대파를\xa0넣어\xa0끓이고\xa0마지막에\xa0간을\xa0맞춘\xa0후\xa0한소끔\xa0끓여\xa0마무리해주세요.\r\n(tip 부족한\xa0간은\xa0소금을\xa0가감해서\xa0간을\xa0맞춰주세요.)', 'Step 6 : 그릇에\xa0감자옹심이를\xa0담고\xa0기호에\xa0따라\xa0김가루와\xa0통깨를\xa0얹어\xa0맛있게\xa0즐겨주세요.']",['메인요리'],['감자'],"['감자','애호박','당근','양파','대파','녹말가루','소금','다시마 멸치 새우 육수','김가루','통깨','국간장','다진 마늘','소금','후춧가루']",★★☆,45분, 생감자를 갈아 만들어 더욱더 맛있는 감자옹심이! 동글동글하게 빚어 보기에도 참 귀여운 감자옹심이랍니다~ 감자와 전분 가루로 만들어 쫀득쫀득한 식감이 살아있어요! 구수한 멸치 육수가 팔팔 끓으면 옹심이를 넣어 주세요. 따듯한 가정식이 완성된답니다.,항아리수제비,들깨감자옹심이,https://static.wtable.co.kr/image/production/service/recipe/976/cccae484-2540-4452-9fff-13c9ee97d155.jpg,"감자 3개 (500g),애호박 ¼개,당근 ⅙개,양파 ¼개,대파 ¼대,녹말가루 ½큰술,소금 ½작은술,다시마 멸치 새우 육수 5컵 ,김가루 약간 ,통깨 약간 ,국간장 ½큰술 ,다진 마늘 ½큰술 ,소금 약간 ,후춧가루 약간 "
감자전,2인분,595,"16,000","15,405","['STEP 1 : 감자를 강판에 갈아 체에 밭치고, 감자에서 나온 물은 볼에 담아주세요.\n(갈은 감자에 수분이 촉촉이 남도록 짜내지 않고, 체에만 밭쳐 나온 수분만 빼내주세요.)', 'STEP 2 : 물 아래 가라앉은 전분만 남기고 윗물을 따라 버려주세요.', 'STEP 3 : 볼에 가라앉은 전분과 갈아 놓은 감자, 소금 넣고 섞어주세요.', 'STEP 4 : 달군 팬에 기름을 넉넉히 두르고, 반죽을 두툼하게 올려 바삭하게 구워주세요.', 'STEP 5 : 초간장을 곁들여 따뜻할 때 즐겨주세요.']","['메인요리', '안주']",['감자'],"['감자','소금','식용유','간장','식초','물','청양고추']",★☆☆,25분,"비가 오거나 술 한 잔 마시고 싶은 날, 꼭 생각나는 요리들이 있죠. 고소하고 쫀득한 감자전도 그렇답니다. 감자만 있다면 어렵지 않게 만들 수 있어 자주 찾게 되는 레시피예요~ 여러 방법으로 감자전을 만들 수 있지만, 오늘은 강판에 갈아 부드럽게 만들어봤어요. ",서울큰입탕,감자전,https://static.wtable.co.kr/image/production/service/recipe/327/b8db0d34-385f-4e2b-ba41-5492f02e8d95.jpg,"감자 3개,소금 1/2작은술,식용유 약간,간장 1큰술,식초 1큰술,물 1/2큰술,청양고추 1/2개"
