name,steps,tags,style,main_ing,total_ingredient,description
소떡소떡,"[' 용기에 떡볶이 떡을 담고 잠기도록 물을 넣어주세요. 법랑 접시에 석쇠를 놓고 내열 용기를 올려 1단에 넣고 <레인지> 기능으로 3분 정도 익혀주세요. 말랑말랑해진 떡은 물기를 빼서 준비해 주세요.(tip. 떡이 말랑말랑한 상태가 되어야 꼬치에 잘 꽂혀요)',' 볼에 소스 재료를 넣어 섞어주세요.',' 꼬치에 떡과 소시지를 번갈아 가며 끼워주세요. 남은 꼬치 부분을 알루미늄 포일로 감싸주세요.',' 구이 전용 팬에 소떡소떡을 올린 후 기름을 골고루 발라 4단에 넣고 광파오븐 자동 요리 <에어프라이>에서 <두부강정> 1모 분량을 선택해 조리해 주세요. 조리가 시작되면 조절 기능으로 시간을 10분으로 변경해주세요.(tip. “오븐에 전송"" 버튼을 누르면 시간을 조절할 필요 없이 간단하게 설정할 수 있어요)',' 완성된 소떡소떡을 소스에 버무려 완성해 주세요. 소떡소떡을 접시에 담고 다진 견과류와 파슬리를 뿌려 맛있게 즐겨주세요.']","['간단요리', '간식']",4인분,"['떡볶이 떡','비엔나 소시지']","['떡볶이 떡','비엔나 소시지','다진 견과류','꼬치','파슬리 가루','식용유','스위트 칠리소스','케찹','올리고당','고추장','간장','다진 마늘']","말랑말랑하면서도 쫀득쫀득한 떡과 짭조름한 비엔나 소시지에 달콤한 양념을 바른 소떡소떡! 특히 아이들이 정말 사랑하는 간식이죠. 떡과 비엔나를 번갈아 먹을 수도 있고, 함께 먹을 수도 있어 먹는 재미까지 쏠쏠한 음식이에요. 오븐에 구워 바삭함을 더한 다음 특제 소스를 발라 주면 더 특별한 소떡소떡이 탄생하는데요. 쉽고 간편한 간식으로 추천합니다!

 *본 레시피는 우리의식탁과 LG ThinQ Taste가 공동으로 개발한 LG광파오븐 전용 레시피입니다."
전복솥밥,"[' 쌀과 찹쌀을 씻어 1시간 정도 불린 후 체에 밭쳐 물기를 빼주세요.',' 전복은 조리용 솔로 문질러 깨끗이 씻은 후 수저로 살과 내장을 떼어 주세요. 전복의 이빨과 모래집을 제거 후 내장은 잘게 다져 주세요. 전복 5마리는 잘게 격자로 칼집을 넣고 나머지 전복은 칼집을 넣고 먹기좋은 크기로 썰어주세요.',' 표고버섯은 밑동을 따고 먹기 좋게 썰고 쪽파는 송송 썰어주세요.',' 냄비에 참기름을 두르고 내장을 볶다가 불려둔 쌀과 간장, 맛술을 넣어 볶아주고 ,쌀이 투명해지면 다시마 육수를 붓고 끓이다가 보글보글 끓으면 저어준 후 약불로 줄여 15분 정도 끓여주세요.(tip. 물 2컵에 초이스레시피 멸치육수 2포를 섞어주면 육수를 간편하게 만들 수 있어요)',' 달군 팬에 버터 2큰술을 넣고 손질한 전복을 넣어 살짝 볶아주세요.',' 밥이 다 되면 표고버섯을 먹기 좋게 돌려 담고 뚜껑을 닫은 채로 5분 정도 더 끓여주세요.',' 구운 전복을 먹기좋게 돌려담고 뚜껑을 닫은 채로 5분 정도 뜸을 들여주세요.',' 뚜껑을 열고 버터 1큰술과 쪽파, 통깨를 올려 맛있게 즐겨주세요. (tip. 기호에 따라 쪽파 또는 부추를 넣은 간장 양념장을 곁들여서 드셔도 좋아요.)']",['메인요리'],3인분,"['전복','쌀']","['전복','표고버섯','쪽파','쌀','찹쌀','버터','다시마육수','맛술','간장','참기름','통깨']",바다의 명품이라 불릴 정도로 맛과 영양이 뛰어난 전복. 제철을 맞아 살이 통통하게 오른 전복으로 솥밥을 지어 먹으면 이만한 보양식이 또 없는데요. 특히 전복과 내장을 각각 버터와 참기름에 볶아내 고소한 감칠맛이 폭발해요. 입안 가득 황홀한 고소함이 끝없이 맴돈답니다!
갈비찜,"[' 갈비는 찬물에 1~2시간 정도 담가 핏물을 빼주세요.',' 볼에 양념 재료를 넣고 섞어주세요.',' 채소를 찜용으로 굵직하게 썰어주세요.',' 내열 용기에 갈비와 양념, 소스를 넣고 포일로 감싸주세요.',' 법랑 접시 석쇠를 놓고 내열 용기를 올려 1단에 넣고 광파오븐 자동 요리<슬로우 쿡>에서 <흰죽>을 선택해 조리해주세요. 조리가 시작되면 조절 기능으로 시간을 3시간으로 변경해주세요.',' 완성된 갈비찜을 접시에 담아 맛있게 즐겨주세요.']","['한식', '메인요리']",4인분,['LA갈비'],"['LA갈비','표고버섯','양파','대파','무','감자','당근','간장','물','다진 파','생강가루','다진 마늘','흑설탕','맛술','참기름','후춧가루']","부드러운 갈비살에 짭조름한 양념이 쏙쏙 밴 갈비찜! 뜯어먹는 재미까지 있어 누구나 좋아하는 메뉴 중 하나죠. 황금비율의 양념과 재료들을 오븐에 넣고 기다리기만 하면 뚝딱 완성할 수 있어요. 다른 반찬 없이 갈비찜 하나만 있어도 행복한 한 끼를 만들어 준답니다. ㅤ
 
 *본 레시피는 우리의식탁과 LG ThinQ Taste가 공동으로 개발한 LG광파오븐 전용 레시피입니다."
꼬막비빔밥,"[' 해감한 꼬막은 깨끗이 씻어 내열 용기에 담고 꼬막이 약간 잠길 만큼 물을 1~2컵 부어주세요.',' 법랑 접시 위에 석쇠를 놓고 내열 용기를 올려 올려 1단에 넣고 광파오븐 수동 요리 <스팀 레인지>에서 10분간 조리해 주세요.',' 양념 재료의 채소는 잘게 썰어 볼에 담고 양념장 재료를 넣고 섞어주세요.',' 꼬막의 껍데기를 떼어내고 살만 발라준 다음 양념장을 넣고 조물조물 무쳐주세요.',' 그릇에 밥을 담고 꼬막을 올린 다음 김 가루와 통깨를 올려 완성해주세요.']","['한식', '메인요리']",2인분,"['새꼬막','밥']","['새꼬막','밥','참기름','통깨','양파','쪽파','홍고추','청양고추','부추','고춧가루','간장','설탕','다진 마늘','생강가루','깨소금']","단백질과 필수 아미노산이 풍부해 피로 해소에 좋은 꼬막! 쫄깃쫄깃하고 탱탱한 식감까지 갖춰 매력이 정말 많은 식품이죠. 오동통한 꼬막을 감칠맛 나는 양념에 조물조물 무쳐 밥 위에 올려주면 비주얼부터 군침 돌게 만드는 꼬막 비빔밥이 완성됩니다. 광파오븐의 스팀 레인지 기능을 사용하면 탱글탱글한 식감은 그대로 살리고 정말 간편하게 조리할 수 있어요. 입맛을 살려 줄 꼬막 비빔밥 꼭 한번 만들어 보세요~! ㅤ
 
 *본 레시피는 우리의식탁과 LG ThinQ Taste가 공동으로 개발한 LG광파오븐 전용 레시피입니다."
생곤드레 솥밥,"[' 곤드레는 깨끗이 씻어 끓는 물에 소금을 넣고 30초~1분간 데쳐주세요. 찬물에 여러번 헹궈 물기를 짜주세요.',' 먹기 좋은 크기로 잘라주세요.',' 볼에 곤드레와 들기름, 소금을 넣어 조물조물 무쳐주세요.',' 솥에 불린쌀과 양념한 곤드레, 물을 넣어 뚜껑을 덮어주세요. (tip. 물의 양은 곤드레에서 나오는 수분을 감안해서 조금 적게 넣어주세요)',' 밥물이 끓기 시작하면 약한 불에서 15분 정도 익힌 뒤에 불을 끄고 5분 뜸을 들여주세요.',' 완성된 솥밥의 위아래를 가볍게 섞고 양념 간장을 곁들여 맛있게 즐겨주세요.']",['메인요리'],2인분,"['생 곤드레','불린 쌀']","['생 곤드레','불린 쌀','물','들기름','소금','간장','맛술','올리고당','고춧가루','다진 마늘','다진 청양고추','참기름','통깨']",특유의 구수한 향이 특징인 곤드레! 바람이 불면 줄기가 이리저리 흔들리는 모습이 술에 취한 사람과 비슷하다고 해서 이런 이름이 붙었대요. 이렇게 귀여운 이름 유래를 가진 곤드레를 듬뿍 넣어 솥밥을 지어 먹으면 그 자체로 별미가 완성되는데요. 솥뚜껑을 여는 순간 퍼지는 구수한 향에 모두가 반하게 될 거예요. 특히 건조한 곤드레 대신 생곤드레로 만든 솥밥은 특유의 향과 식감이 더욱 살아 있답니다. 여기에 특제 양념간장을 더해 쓱싹쓱싹 비벼 주면 더 풍부한 맛을 느낄 수 있는데요. 별다른 반찬 없이도 행복한 한끼를 만들어 줄 거예요~
얼그레이 밀크티,"[' 냄비에 우유를 넣고 중불에서 끓여주세요. 우유가 끓으면 불을 중약불로 줄이고 얼그레이 티백을 넣어 2분 정도 우려주세요. (tip. 얼그레이 대신 다즐링, 아쌈 등 다른 종류의 홍차를 사용해도 좋아요)',' 유기농 비정제 설탕을 넣고 저어가며 4~5분 정도 더 끓여주세요. 체에 밭쳐 홍차 잎을 거른 후 냉장고에서 최소 5시간 이상 식혀주세요.',' 잔에 얼음을 채운 후 우유를 200ml 정도 담아주세요. 밀크티 베이스를 100ml 정도 부어주세요.',' 맛있게 즐겨주세요.']",['간단요리'],2잔,['우유'],"['우유','우유','유기농 비정제 설탕','얼그레이 잎차']","진한 오렌지 빛깔의 찻색이 특징인 얼그레이. 대중적으로 가장 인기 있는 홍차의 한 종류죠. 특히 우유와 함께 블렌딩해 밀크티로 마시면 더욱 깊은 맛과 향을 느낄 수 있는데요. 우유에 들어 있는 단백질인 카세인이 홍차를 부드럽게 만들어 주기 때문입니다. 거기다 영양까지 풍부해는 건 덤! 특히 진하고 고소한 국산 우유를 사용하면 홍차와 어우러지는 맛이 더 특별해진답니다. 따뜻하게 끓인 우유에 티백을 넣어 우려내기만 하면 뚝딱 완성돼 만드는 법도 정말 쉽고 간단해요. 따뜻하게 마셔도 좋고, 냉장고에 넣어 뒀다 차갑게 마셔도 좋아요. 달달하고 향긋한 밀크티 한 잔이면 산뜻한 기분 전환이 가능하답니다."
치즈버거,"[' 쇠고기의 핏물을 키친타월로 닦아내고 소금, 후춧가루로 밑간해 주세요.',' 밑간한 쇠고기를 둥글고 납작한 패티 모양으로 빚은 후 구이 전용 팬에 올려주세요. 구이 전용 팬을 4단에 넣고 광파오븐 수동 요리 <구이>에서 15분간 구워주세요. 조리가 끝나면 패티 위에 치즈를 올린 후 오븐 안에서 5분간 두세요. (tip. ""오븐으로 전송""버튼을 누르면 간단하게 설정할 수 있어요)',' 햄버거빵에 버터를 바른 후 구이 전용 팬에 올려 광파오븐 수동 요리 <구이>에서 5분간 구워주세요.',' 빵에 소스를 바르고 패티를 2장 올린 후 빵으로 덮어주세요.',' 완성된 치즈버거를 맛있게 즐겨주세요. (tip. 기호에 따라 토마토나 양상추, 베이컨 등을 곁들여도 좋아요)']","['메인요리', '양식', '초대요리']",2인분,"['햄버거빵','다진 쇠고기']","['햄버거빵','다진 쇠고기','슬라이스 치즈','가염 버터','소금','후춧가루','바베큐 소스','마요네즈']","빵 위에 두툼한 소고기 패티와 고소한 치즈를 올린 치즈버거! 오븐으로 패티를 구우면 기름을 사용하지 않아도 돼서 담백한 맛을 살릴 수 있어요. 번거로운 과정 없이 오븐으로 뚝딱 믿을 수 있는 홈메이드 버거가 탄생하는 거죠. 아이들 간식, 술안주, 간단한 브런치 등 다양한 상황에 활용하기 좋은 메뉴랍니다. ㅤ
 
 *본 레시피는 우리의식탁과 LG ThinQ Taste가 공동으로 개발한 LG광파오븐 전용 레시피입니다."
목살고추장구이,"[' 목살에 맛술, 소금, 후춧가루로 밑간해 주세요.',' 목살에 전분을 얇게 입혀 털어낸 후 구이 전용 팬에 올려주세요. 구이 전용 팬을 4단에 넣고 광파오븐 자동 요리 <에어프라이>에서 <프라이드치킨> 0.4kg을 선택한 후 조리해 주세요. 도중에 멜로디가 울리면 양면에 소스를 바르고 계속 조리해 주세요.',' 대파는 곱게 채를 썰어 찬물에 담가 매운기를 제거해 주세요.',' 완성된 목살 고추장 구이를 먹기 좋게 자르고 파채에 소스를 넣어 무친 후 접시에 담아 맛있게 즐겨주세요.']",['메인요리'],2인분,['목살'],"['목살','대파','전분','맛술','소금','후춧가루','통깨','고추장','간장','다진 마늘','생강가루','물엿','설탕','참기름','간장','식초','설탕']","기름기가 적고 살코기가 많은 돼지 목살은 담백한 맛을 가졌는데요. 그냥 구워 먹어도 맛있지만 매콤한 감칠맛을 더해 줄 고추장 소스를 발라 구우면 한층 더 업그레이드 된 맛을 선사해요. 여기에 파채까지 더해 주면 조화로움이 기가 막히답니다. 쌈채소 위에 파채, 밥과 함께 올린 다음 한입 가득 싸 먹으면 황홀한 맛이에요.  ㅤ
 
*본 레시피는 우리의식탁과 LG ThinQ Taste가 공동으로 개발한 LG광파오븐 전용 레시피입니다."
전복버터구이,"[' 전복은 껍질과 살 사이에 숟가락을 넣어 살을 분리하고, 이빨과 내장을 제거한 후 격자로 칼집을 넣어주세요.',' 구이 전용 팬에 전복을 올린 후 녹인 버터와 다진 마늘, 후춧가루를 섞어 발라주세요.',' 구이 전용 팬을 4단에 넣고 광파오븐 수동 요리 <구이>에서 15분간 구워주세요.',' 전복 껍데기에 잎채소를 깔고 구운 전복을 적당한 크기로 썰어 올린 후 팬에 남은 녹인 버터를 살짝 뿌리고 레몬즙을 곁들여 맛있게 즐겨주세요.']",['오븐 요리'],2인분,"['전복','버터']","['전복','녹인 가염 버터','다진 마늘','레몬','잎채소','후춧가루']","맛과 영양이 뛰어나 바다의 명품이라 불리는 전복은 그 본연의 맛을 최대한 살렸을 때 더욱 더 빛을 발합니다. 싱싱한 전복을 간단하게 손질한 후 버터와 함께 오븐에 살짝 구워내기만 해도 멋진 요리가 탄생하죠. 쫄깃한 전복 위에 고소한 버터를 발라 풍미를 최대치로 이끌어 냈어요. 전복 껍데기를 활용해 보기 좋게 플레이팅 하면 어디에 내놔도 손색이 없답니다. ㅤ
 
*본 레시피는 우리의식탁과 LG ThinQ Taste가 공동으로 개발한 LG광파오븐 전용 레시피입니다."
양갈비 구이,"[' 감자는 껍질째 깨끗이 씻어 웨지 모양으로 썰어주세요. 아스파라거스는 밑동을 약간 잘라내 주세요.',' 밑간 재료에 손질한 감자, 마늘, 아스파라거스, 양갈비를 10분간 재워주세요.',' 구이 전용 팬에 양갈비와 채소를 올린 후 4단에 넣고 광파오븐 수동요리 <구이>에서 25분으로 설정한 후 시작해 주세요.',' 볼에 소스 재료를 넣어 섞어주세요.',' 구운 양갈비와 채소를 접시에 담고 소스를 곁들여 맛있게 즐겨주세요.']","['메인요리', '초대요리']",2인분,['양갈비(프렌치렉)'],"['양갈비','감자','아스파라거스','마늘','올리브오일','소금','후춧가루','요거트','레몬즙','소금','후춧가루','다진 마늘','다진 파슬리']","연한 육질과 담백한 맛이 특징인 양갈비! 광파오븐만 있다면 집에서도 간편하게 양갈비구이를 해 먹을 수 있는데요. 간단하게 밑간만 한 다음 오븐에 쏙 집어 넣고 기다리면 끝이랍니다! 상큼한 소스와 함께 곁들이면 더할 나위 없이 좋아요. 특히 집들이나 홈파티 요리로 딱이랍니다. 이제 집에서도 편하게 양갈비구이를 즐겨 보세요~! ㅤ
 
*본 레시피는 우리의식탁과 LG ThinQ Taste가 공동으로 개발한 LG광파오븐 전용 레시피입니다."
동파육,"[' 법랑 접시에 석쇠를 놓고 삼겹살을 올린 후 1단에 넣어주세요. 광파오븐 자동 요리 <스팀>에서 <삼겹살> 0.6kg 분량을 선택한 후 가열해 주세요.* 물을 채운 물통을 제품에 설치해서 요리하세요.(tip. ""오븐으로 전송""버튼을 누르면 간단하게 설정할 수 있어요)',' 마늘과 생강은 편 썰고, 대파는 손가락 길이로 썰어주세요. 페퍼론치노는 잘게 부숴주세요.',' 달군 팬에 식용유를 두르고 편으로 썬 마늘과 생강, 대파, 건고추, 팔각을 넣고 볶다가 조림 소스를 넣어주세요.',' 소스가 끓어오르면 익힌 삼겹살을 넣고 뒤집어가며 5분간 졸인 후 먹기 좋게 썰어주세요',' 청경채는 깨끗이 씻어 4등분한 후 내열 용기에 담아주세요. 법랑 접시에 석쇠를 놓고 내열 용기를 올려 1단에 넣고 광파오븐 수동요리 <스팀 레인지>에서 3분간 익혀주세요. *물을 채운 물통을 제품에 설치해서 요리하세요.',' 그릇에 청경채와 동파육을 담아 맛있게 즐겨주세요.']",['중식'],3인분,"['통삼겹살','팔각']","['통삼겹살','청경채','마늘','생강','대파','페퍼론치노','팔각','식용유','진간장','흑설탕','맛술','굴소스','물','물','대파','양파','마늘','생강','통후추','월계수잎','청주','된장','물','간장','맛술','굴소스','식초','설탕','식초','참기름','고춧가루','간장']","부들부들한 살코기와 입에 착 달라붙는 듯한 양념 맛이 일품인 동파육! 맛과 향, 식감은 물론 색감까지 뛰어난 중국 요리인데요. 이름과 관련해서 훈훈한 일화가 남아 있습니다. 송나라 때 물난리가 난 마을을 ‘소동파'라는 시인이 백성들을 동원해 제방을 쌓음으로써 위기로부터 구한 적이 있었대요. 백성들이 고마움의 표시로 돼지고기를 보내자 ‘소동파'는 자신이 개발한 요리법으로 백성들과 함께 나눠 먹었는데요. 그의 마음에 감동을 받은 백성들이 그 돼지고기 요리에 동파육이라는 이름을 붙였다는 유래가 전해진답니다. 광파오븐을 사용하면 어렵게만 느껴지던 동파육도 손쉽게 만들 수 있는데요. 두툼한 삼겹살을 스팀으로 촉촉하게 익힌 후 소스에 졸여내기만 하면 뚝딱 완성된답니다! ㅤ
 
 *본 레시피는 우리의식탁과 LG ThinQ Taste가 공동으로 개발한 LG광파오븐 전용 레시피입니다.

"
뽈뽀샐러드,"[' 자숙 문어를 내열 용기에 담고 포일을 씌워주세요. 법랑 접시 위에 내열 용기를 올려 1단에 넣고 광파오븐 자동 요리 <슬로우쿡>에서 <흰죽> 1회분을 선택하여 조리해 주세요. 조리가 시작되면 조절 기능으로 2시간 줄여주세요. (tip. “오븐으로 전송”버튼을 누르면 시간을 조절 할 필요 없이 간단하게 설정할 수 있어요)',' 깨끗이 씻은 감자를 내열 용기에 담고 랩을 씌워주세요. 법랑 접시에 석쇠를 놓고 내열 용기를 올려 1단에 넣고 광파오븐 수동요리 <스팀 레인지>에서 5분간 익혀주세요. *물을 채운 물통을 제품에 설치해서 요리하세요.',' 감자는 껍질을 벗긴 후 먹기 좋게 깍뚝 썰어주세요.',' 볼에 드레싱 재료를 넣어 섞어주세요. 양파는 잘게 썰어주세요.',' 조리가 끝난 문어는 먹기 좋게 썰어 볼에 담고 감자, 올리브, 양파를 넣고 드레싱을 부어 가볍게 섞어주세요.',' 기호에 따라 파프리카 파우더를 뿌린 후 맛있게 즐겨주세요.']",['메인요리'],2인분,['자숙문어'],"['자숙문어','감자','그린 올리브','양파','파프리카 파우더','올리브오일','레몬즙','화이트 발사믹 식초','소금']","귀염뽀짝한 이름을 가진 뽈뽀는 스페인식 문어 요리인데요. 문어를 저온에서 익혀 아주아주 부드러운 식감이 특징이에요. 칼로리 부담이 없어 신선한 채소들과 함께 즐기면 더 좋은데요. 지중해의 풍미를 간직한 뽈뽀 샐러드로 색다른 즐거움을 느껴 보세요~! ㅤ

  *본 레시피는 우리의식탁과 LG ThinQ Taste가 공동으로 개발한 LG광파오븐 전용 레시피입니다."
해쉬브라운,"[' 내열 용기에 깨끗이 씻은 감자를 넣고 랩을 씌워주세요. 법랑 접시에 석쇠를 놓고 내열 용기를 올린 후 1단에 넣고 광파오븐 수동 요리 <스팀 레인지>에서 8분간 익혀주세요. *물을 채운 물통을 제품에 설치해서 요리하세요.',' 감자의 껍질을 벗긴 후 주걱으로 가볍게 으깨주세요.(tip. 너무 곱지 않게 으깨는 것이 식감이 좋아요)',' 으깬 감자에 녹인 버터, 체다치즈, 파마산 치즈 가루, 소금, 후춧가루를 넣고 섞은 후 8등분 하여 둥글고 납작하게 빚고 빵가루를 묻혀주세요.', "" ',' 법랑 접시에 종이 호일을 깔고 해쉬브라운 반죽을 놓고 기름을 발라주세요. 법랑 접시를 3단에 넣고 광파오븐 자동 요리 <에어프라이>에서 <냉동감자> 0.4kg 분량으로 설정하고 시작해 주세요. 조리가 시작되면 조절 기능으로 22분으로 조정해주세요. 도중에 멜로디가 울리면 해시브라운을 한번 뒤집고 계속 조리해 주세요. (tip. '오븐으로 전송' 버튼을 누르면 시간을 조절 할 필요 없이 간단하게 설정할 수 있어요)"", ' ',' 접시에 튀긴 해쉬브라운을 담고 베이컨과 달걀을 곁들여 맛있게 즐겨주세요.']","['간식', '간단요리']",3인분(6개),"['감자','녹인 버터']","['감자','녹인 버터','체다치즈 강판에 간 것','식용유','파마산 치즈 가루','빵가루','소금','후춧가루','구운 베이컨','달걀 프라이','케첩','다진 파슬리']","잘게 다진 감자를 기름에 노릇하게 튀겨낸 해쉬브라운! 미국과 영국식 아침 식사에서 흔히 제공되는 감자 요리죠. 겉은 바삭바삭하고 속은 보슬보슬 부드러운 감자 알갱이가 씹히는 특유의 식감을 가졌는데요. 광파오븐을 사용하면 기름을 많이 사용하지 않고도 겉은 바삭하고, 속은 촉촉한 해쉬브라운을 손쉽게 만들 수 있답니다! 홈메이드 해쉬브라운으로 멋진 브런치를 즐겨 보세요~ ㅤ

  *본 레시피는 우리의식탁과 LG ThinQ Taste가 공동으로 개발한 LG광파오븐 전용 레시피입니다."
멘보샤,"[' 새우는 껍질과 내장을 제거하고 청주와 후춧가루를 뿌려 밑간해 주세요.',' 새우의 물기를 제거한 후 잘게 다져주세요.',' 볼에 다진 새우와 속 재료를 섞어 새우 반죽을 만들어주세요.',' 식빵은 테두리를 자른 후 4등분하고 식빵 한 면에 새우 반죽을 넣고 식빵으로 덮어주세요.',' 법랑 접시에 식용유를 약간 바른 후 멘보샤를 가지런히 올린 후 윗면에 식용유를 발라주세요.', "" ',' 법랑 접시를 2단에 넣고 광파오븐 자동 요리 <에어프라이>에서 <고구마 맛탕> 0.2kg 분량으로 설정 후 시작해 주세요. 도중에 멜로디가 울리면 멘보샤를 한번 뒤집고 계속 조리해 주세요.(tip. '오븐으로 전송' 버튼을 누르면 시간을 조절 할 필요 없이 간단하게 설정할 수 있어요)"", ' ',' 접시에 멘보샤를 담고 칠리소스나 케첩 등을 곁들여 맛있게 즐겨주세요.']","['메인요리', '초대요리', '중식']",2인분,"['식빵','새우']","['식빵','새우','청주','후춧가루','달걀 흰자','전분','올리브오일','소금','후춧가루','소금','후추','시판 칠리소스']","멘보샤의 '멘보'는 빵을, '샤'는 새우를 뜻하는데요. 정사각형 모양의 식빵 사이에 탱글탱글한 새우를 끼워 넣은 다음 기름에 바삭하게 튀겨낸 요리입니다. 팬 대신 오븐을 사용하면 아주 깔끔하게 멘보샤를 만들 수 있는데요. 고유의 바삭바삭하고 탱글탱글한 식감은 살리면서도 기름 튈 걱정이 없어 초보자도 쉽게 따라할 수 있답니다. 간단한 간식으로도 좋고, 집에 손님들이 찾아 왔을 때 대접하기에도 딱이에요~! ㅤ

  *본 레시피는 우리의식탁과 LG ThinQ Taste가 공동으로 개발한 LG광파오븐 전용 레시피입니다."
떡갈비,"[' 소고기는 키친타월에 올려 핏물을 제거하고 대파는 잘게 다져주세요.',' 넓은 볼에 대파와 나머지 양념 재료를 넣고 설탕이 녹을 때까지 섞어주세요.',' 완성된 양념에 소고기를 넣고 섞은 후 전분을 넣어 반죽의 농도를 맞춰주세요. 65g씩 떼어 둥글린 후 1cm 두께로 빚어주세요.',' 구이 전용 팬에 식용유를 바른 후 떡갈비를 올리고 식용유를 약간 발라주세요.',' 구이 전용 팬을 4단에 넣고 광파오븐 수동 요리 <구이>에서 12분간 익혀주세요.',' 완성된 떡갈비를 접시에 담고 통깨를 뿌려 맛있게 즐겨주세요.']","['초대요리', '한식', '밑반찬']",2인분,['다진 소고기'],"['다진 소고기','감자 전분','통깨','대파','다진 마늘','간장','맛술','흑설탕','참기름','후춧가루']","부드럽고 연한 식감이 특징인 떡갈비! 게다가 씹으면 씹을수록 입안 가득 달짝지근한 양념 맛이 퍼져 입맛을 돋우는데요. 특히 아이들이 좋아하는 고급 반찬이죠. 맛깔난 양념으로 버무린 소고기를 둥글게 빚어 오븐에 구워내면 타지도 않고, 연기날 걱정도 없답니다. ㅤ

  *본 레시피는 우리의식탁과 LG ThinQ Taste가 공동으로 개발한 LG광파오븐 전용 레시피입니다."
치즈볼,"[' 체에 찹쌀가루와 밀가루, 설탕, 베이킹파우더, 소금을 밭쳐 곱게 내려주세요. 따뜻한 우유를 2/3 정도 넣어 섞은 후, 반죽이 어느 정도 뭉쳐지면 나머지 우유를 넣고 손으로 반죽해 주세요.(tip. 우유는 전자레인지에서 50초 정도 돌려 따뜻한 상태로 섞어주세요)(tip. 손으로 반죽하면 설탕이 녹으면서 잘 뭉쳐져요)(tip. 찹쌀가루의 수분감에 따라 우유의 양을 조절해 주세요)',' 반죽을 작은 크기로 떼어내고 가운데에 모짜렐라 치즈를 넣어 동그랗게 만들어주세요.(tip. 반죽은 20g 정도 적당한 양으로 분할해 주세요)(tip. 모짜렐라 치즈는 전자레인지에서 40초 정도 돌린 후 뭉치면 더 꽉 차게 넣을 수 있어요)',' 냄비에 기름이 넣고 160~170도 정도의 기름에서 굴리면서 3~4분 정도 튀겨주세요. 바삭하게 튀긴 치즈볼에 설탕을 골고루 뿌려 주세요.',' 완성된 치즈볼을 그릇에 담아 맛있게 즐겨주세요.']",['간식'],20개,"['찹쌀가루','모짜렐라 치즈']","['찹쌀가루','밀가루','설탕','베이킹파우더','우유','소금','모짜렐라 치즈','식용유','설탕']","우유가 들어가 고소함이 2배가 된 치즈볼 레시피 소개할게요. 반죽에 물 대신 우유를 넣어 일반적인 치즈볼보다 더 부드럽고 고소한 맛이 나는 게 특징인데요. 쭉쭉 늘어나는 고소한 치즈와 함께 겉은 바삭, 속은 촉촉하면서 부드럽고 고소한 반죽이 어우러지는 맛이 일품이랍니다. 과정도 아주 간단해서 누구든 쉽게 따라 만들 수 있어요. 간식으로 만들어 먹기 딱이랍니다!"
앤초비 파스타,"[' 앤초비와 케이퍼는 작게 다지고 마늘은 편으로 썰어주세요.',' 냄비에 물과 소금을 넣고 끓여 파스타면을 삶아주세요. 면수는 1/2컵 정도 덜어주세요. (tip. 물의 양 1L당 소금 10g을 넣어주세요)(tip. 파스타면 제품에 적힌 조리시간보다 2~3분 정도 덜 삶아주세요)',' 팬에 올리브오일을 두르고 마늘을 구워주세요. 마늘이 노릇하게 익으면 건져내고 케이퍼와 안초비를 넣어 볶아주세요.(tip. 케이퍼와 안초비를 넣을 때 기름이 튈 수 있으니 불을 잠시 낮추고 조심히 넣어주세요)',' 파스타면과 면수 두 국자를 넣고 골고루 섞어가며 익혀주세요.(tip. 조리시간에 따라 농도가 달라질 수 있으니 면수의 양을 조절해 주세요)',' 완성된 파스타를 그릇에 담은 후 마늘 칩과 레몬 제스트, 루꼴라, 후춧가루를 올려주세요. 루꼴라와 파스타를 골고루 섞은 후 맛있게 즐겨주세요.(tip. 약간의 레몬즙을 넣으면 더욱 맛있답니다)']",['메인요리'],1인분,"['파스타 면','앤초비']","['파스타 면','앤초비','케이퍼','마늘','루꼴라','면수','올리브오일','레몬제스트','소금','후춧가루']","앤초비는 지중해나 유럽 근해에서 나는 멸치류의 작은 물고기를 발효시킨 젓갈입니다. 한국에 멸치젓이 있다면 이탈리아에는 초비가 있죠. 짭조름한 맛으로 수많은 미식가들에게 사랑받는 식재료인데요. 필수 아미노산을 보충해주는 단백질 식품으로 비타민 A, B,  칼슘 등 무기질이 풍부하고 수용성 비타민인 니아신을 함유하고 있어 건강에도 좋습니다. 이렇게 매력만점인 앤초비, 많이 들어는 봤는데 막상 어떻게 해 먹는 게 가장 맛있을지 모르겠다고요? 앤초비 초보자도 쉽게 만들어 맛있게 즐길 수 있는 앤초비 파스타를 추천할게요! 입안 가득 퍼지는 감칠맛에 매료되실 겁니다~ "
